id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,duration_ms,loudness,cluster
6IN1xVshOCpVi3D6BucyDv,0.0215,0.822,0.855,0.0225,0.0298,0.0766,94.472,0.981,218166,-5.299,3
4n3aYkOV10dY0d3ChZnJVo,0.0824,0.569,0.734,0.000572,0.113,0.328,162.463,0.964,192885,-4.37,11
2XjXR9KhhKhlOLeToIwKTG,0.0417,0.732,0.866,0.0,0.0797,0.181,125.967,0.581,271900,-4.327,1
78RxTO4V9rAMIKeXi0QwtN,0.0765,0.748,0.851,0.0122,0.0576,0.0902,130.054,0.95,225399,-4.579,3
3IQ3XI5Q2RjGYKGzkwCA65,0.0183,0.849,0.661,4.81e-05,0.0887,0.101,120.011,0.933,162102,-5.579,3
6XEe5hXtrLIN6n9m5KmQgX,0.134,0.433,0.811,0.0,0.0379,0.246,70.638,0.827,252030,-3.6,3
5HqngsF3BE19077Ilnw7N5,0.358,0.81,0.638,0.0,0.211,0.0398,102.003,0.778,202449,-4.778,13
342WJxRIsRii7I3mtzw7ED,0.789,0.622,0.763,0.0,0.0917,0.043,95.064,0.505,242526,-3.709,5
2jDsxJzo2Trdr6aGRMhqG1,0.522,0.853,0.775,0.00348,0.0684,0.0581,101.999,0.963,219272,-4.111,13
7bXovJlMj36i8fnAI8JCKF,0.364,0.881,0.572,0.0,0.105,0.0951,104.019,0.862,198504,-4.032,13
6kOuf7XvnwkOKfzchphtqg,0.38,0.697,0.633,0.0,0.0709,0.145,66.814,0.731,206446,-7.1,13
5Yu8xJwe9SPpFY2s3jDnvj,0.593,0.57,0.648,8.15e-05,0.568,0.317,90.503,0.565,184761,-6.694,0
7862flGk6U3tiWs2m2aUzH,0.29,0.784,0.388,0.00539,0.0971,0.207,93.011,0.472,276537,-8.931,7
3a7ziOOO3Cbuv6BMXrj0wU,0.115,0.794,0.862,0.0125,0.131,0.139,112.895,0.617,221100,-5.122,1
5nUiz96J8ZSmwoSuL4sGvh,0.182,0.747,0.624,0.0,0.0864,0.0864,97.053,0.755,195074,-5.532,22
44SSviC4R1TkAdsyptjDpE,0.0134,0.863,0.882,5.6e-05,0.078,0.0611,103.988,0.643,188741,-2.396,1
2xXRKDCqZYmbbwwIUerigW,0.28,0.857,0.787,3.25e-06,0.389,0.0736,98.221,0.87,188181,-6.122,13
4FtuDjqmTPP9mjxygLKzEm,0.246,0.895,0.718,1.45e-05,0.0892,0.0581,100.036,0.88,147143,-4.579,13
3KSnA0j67IFkiwmEotMGin,0.227,0.504,0.919,5.15e-05,0.104,0.0992,136.197,0.622,203538,-3.696,25
5srIkb35ees5dhgjK3zdfz,0.51,0.74,0.852,0.123,0.158,0.0453,102.015,0.903,197559,-7.323,13
5TgGP38fQTuYO5ixyasQGq,0.673,0.591,0.682,2.62e-05,0.102,0.378,110.749,0.955,256014,-6.705,5
7rpWDu9GPlLxbLorYKVys7,0.564,0.798,0.813,0.000142,0.108,0.162,93.912,0.942,187609,-5.869,13
1PoJXULCvl03b1fiZmMxmd,0.692,0.816,0.781,0.00928,0.0835,0.0425,99.95,0.937,185899,-4.237,5
5nc35fYrpKw3EPd5i9jqqP,0.144,0.884,0.714,1.01e-05,0.143,0.0775,113.025,0.644,221880,-5.989,22
0UF970jvIUBs02GoWDVObi,0.635,0.697,0.469,0.0765,0.11,0.135,129.879,0.374,194885,-9.664,23
7zubSmuSBhEmxJVcOkxvP9,0.661,0.66,0.397,0.00123,0.0742,0.0562,199.781,0.695,167638,-7.646,5
1yOt3NUFWpYbnFW6ISj59h,0.358,0.792,0.793,1.1e-06,0.13,0.102,110.874,0.945,178001,-5.731,13
6nnZHjSHt0ZNtx4bIUky9P,0.284,0.83,0.512,0.00621,0.476,0.0714,101.015,0.909,137000,-7.103,22
2jZ2MrAk8iNZk1dsI0Vr5z,0.287,0.737,0.663,0.0508,0.523,0.101,98.014,0.839,181224,-6.981,18
2fXKyAyPrEa24c6PJyqznF,0.0057,0.314,0.797,5.59e-05,0.0718,0.038,145.393,0.569,351627,-9.026,25
33XGVnpWeV4ulx8eXkytpp,0.0655,0.32,0.94,0.0,0.0845,0.0556,162.844,0.311,293573,-2.433,17
7ziicmUOzWXAkdPriOmFk9,0.0701,0.546,0.572,0.000731,0.079,0.0319,113.312,0.529,238120,-13.104,1
4IvAP01vNQ5zAS2BNZ9MnT,0.143,0.397,0.581,5.49e-06,0.117,0.0745,185.731,0.567,244032,-10.768,25
3V24DFsFktPvOg2afee7Q5,0.114,0.514,0.759,0.0,0.143,0.0434,88.459,0.496,191787,-4.557,1
2nSI7LcsLQnawLzZJqP457,0.00105,0.581,0.88,2.74e-05,0.168,0.0289,122.89,0.945,154840,-4.39,3
22WUPpOkcQGwQU6hK1liXR,0.000385,0.478,0.83,0.0,0.0973,0.0402,117.882,0.759,174787,-6.902,25
5yWVfYEeQRPuFtytvkOgU1,0.0896,0.528,0.983,0.0,0.406,0.0391,99.049,0.835,230867,-5.231,3
3drQLSnECw7QSHMysFqFx7,0.034,0.467,0.481,0.0102,0.106,0.0233,80.043,0.328,231733,-10.17,16
0GKuU9rtmaEtGfDfeLLN5t,0.119,0.628,0.707,0.0,0.0948,0.0387,141.991,0.685,181152,-6.184,25
0cA41ydiosNCgmmGiCST65,0.00542,0.247,0.764,0.0,0.16,0.0472,154.707,0.503,210200,-7.718,17
0dD4myangln1RRBzwWUcIQ,0.000785,0.409,0.896,0.0,0.209,0.0335,174.624,0.678,258613,-4.36,25
5D5cPDuQ6mLDKxrh5hMcwG,0.012,0.494,0.862,0.213,0.228,0.0273,112.596,0.59,292800,-9.158,25
2YawqESvdpHBZoafDP6i6U,2.94e-05,0.596,0.885,0.56,0.179,0.0345,102.385,0.707,269223,-5.906,8
5IaJ6YghsvtGBDyF7H6vkU,0.247,0.576,0.687,0.0,0.359,0.0341,123.614,0.278,222440,-7.434,16
2h4XTmy55vMbRIfuK08YA3,0.292,0.342,0.397,0.0025,0.34,0.0258,188.242,0.289,313545,-7.294,23
2VmyLy2HQlkevZYboXHM5O,0.00019,0.267,0.81,0.018,0.084,0.0418,127.673,0.267,290960,-6.189,17
4gAU0cHQJFxj1n2ZDiEIzG,1.12e-05,0.595,0.889,0.551,0.118,0.0332,105.153,0.45,318507,-7.163,8
5CeL9C3bsoe4yzYS1Qz8cw,0.00986,0.693,0.875,0.0,0.0601,0.0315,120.048,0.899,259387,-8.354,3
19IH1Vm1FFyoRLETb812AW,0.018,0.508,0.826,0.0,0.28,0.0405,120.854,0.404,205067,-4.088,14
3SyPTIK2xO4UhlpmKPsnK6,0.02,0.431,0.903,4.95e-05,0.173,0.0406,102.787,0.672,201133,-6.577,25
4Fv4pnOEm8MH9MadCwO8vI,0.136,0.565,0.552,0.162,0.0852,0.0877,164.03,0.856,207622,-14.957,22
5CQvKyzkWI7TnUu2oB9QZ0,0.000479,0.467,0.958,0.199,0.299,0.0775,145.92,0.701,180880,-4.808,25
4JPBG92z5rFHpNwF7lD511,0.000112,0.437,0.87,8.96e-05,0.425,0.0474,102.637,0.329,267653,-6.337,14
0bw1li9y32rw40HGodRShs,0.255,0.407,0.663,0.000166,0.0913,0.0305,75.989,0.211,293587,-7.591,16
0SlpFHdk4UHBDzCEoXzy14,0.0689,0.331,0.558,1.96e-06,0.124,0.031,150.19,0.0985,303120,-5.506,16
5eSllZgRWCIJsDTAqFRwQw,0.051,0.743,0.742,0.234,0.0987,0.0367,121.604,0.706,358773,-10.117,8
70kCmTzrZs9Wph3PkLDNq0,0.152,0.666,0.726,0.0,0.229,0.0454,110.063,0.618,245666,-9.621,1
6Ykk0PRL8VMQb6h13CxH31,0.0061,0.484,0.862,2.74e-05,0.547,0.0278,106.922,0.565,294800,-6.39,14
7GHt4sLafWnCU27PQ9Xz1v,0.0092,0.716,0.846,0.000279,0.941,0.0326,115.307,0.96,260783,-6.077,18
6CSMTDx6NDbNKuMz2OPIKw,0.105,0.169,0.88,0.000253,0.205,0.0509,94.659,0.331,263360,-5.314,17
1SqY3rqLazvQlDz24GJ1TO,0.0171,0.398,0.866,4.33e-06,0.0517,0.0438,140.086,0.715,217293,-7.862,25
222Daq4X9P8rP0ByQSNyKg,0.0566,0.539,0.528,9.61e-05,0.052,0.034,147.857,0.435,253784,-7.707,16
0NDiCYmv4lHL54lno2AS3p,0.0207,0.497,0.615,0.000364,0.398,0.0314,92.352,0.463,309560,-5.33,14
0USOLi2Gaa1CuLPpExOdpN,0.0256,0.797,0.97,0.00207,0.32,0.09,133.161,0.963,193142,-6.339,3
4mUIJlQ6eFhDObwN3nHv8s,0.202,0.304,0.867,0.00409,0.358,0.0398,150.474,0.116,449333,-2.299,17
3Zyqa7NBh1WIRbnPFeQkKc,0.538,0.0808,0.909,0.0,0.077,0.0651,203.025,0.303,206333,-4.869,17
51LY1X9mfCuMCn2fZcHSLX,0.00376,0.696,0.59,6.74e-06,0.0814,0.0463,124.99,0.82,126720,-11.379,22
4CWgqHRJjDLd2PCedMz8eY,0.0236,0.491,0.686,0.263,0.451,0.0289,103.715,0.437,278827,-8.22,14
3R9bx0Y0yBLZqEvbhF7aV2,0.121,0.628,0.89,0.0,0.281,0.0675,138.787,0.722,185093,-6.094,25
0jq3mi1uFAxf6pxxvCxlhe,0.00617,0.451,0.885,0.0,0.107,0.081,157.775,0.8,193493,-6.441,25
6SXy02aTZU3ysoGUixYCz0,0.217,0.495,0.653,0.000458,0.334,0.0361,80.897,0.571,272947,-6.769,14
5uNRQ3ZsPSVdwYZmWPLvUs,0.000177,0.223,0.87,0.000217,0.244,0.0567,168.816,0.524,264467,-5.946,17
25BbuSP5iUs16O6Lxbb4rS,0.0147,0.516,0.796,7.86e-06,0.0824,0.0286,103.71,0.0882,271107,-6.629,16
2odAJrD8IL4FNwRlbDynH9,0.0012,0.576,0.963,0.000762,0.37,0.0548,111.738,0.75,239840,-6.145,25
5wskL1mX2NudZbpl5l2mF5,0.0285,0.676,0.717,0.0,0.258,0.0309,125.507,0.721,268917,-9.421,3
5ibELGcXGqX5x9TWFeNPxY,8.2e-06,0.522,0.801,0.0685,0.174,0.0301,112.445,0.197,305707,-3.641,17
5xvVqECUVNTBGbnPEzqn3I,0.000483,0.411,0.907,6.8e-06,0.628,0.0524,112.315,0.452,238507,-8.67,14
2jlJVAqrN7bHsw7EwPOIIi,0.0299,0.512,0.813,0.0,0.0765,0.0428,108.798,0.597,251266,-5.294,1
2JwDtoxgzFqaWk1VksowA6,0.0801,0.803,0.606,0.87,0.0739,0.0533,119.949,0.655,416000,-6.795,24
3GZyxtCb3KiN1Hm0AqhF8d,0.0011,0.85,0.634,0.734,0.0467,0.0772,120.004,0.731,425070,-10.332,24
6rZvRicNswP1ix34XC5nBC,0.0105,0.869,0.497,0.45,0.115,0.0788,120.007,0.69,494000,-9.334,8
6uJWGe8QnEZHbfawyqszbj,0.000844,0.74,0.809,0.448,0.123,0.0566,120.991,0.145,360992,-6.617,2
605K7OY1kSdsstfq83kC2y,0.0018,0.81,0.693,0.646,0.041,0.0486,117.985,0.829,362034,-8.792,24
0CguK2DB2StNvzTR8d0PAZ,0.0265,0.783,0.463,0.329,0.365,0.0517,120.997,0.472,380438,-9.814,7
4J4t9PkjbpiilDGMldPRK2,0.00217,0.815,0.612,0.408,0.0653,0.0461,118.019,0.504,396694,-8.284,8
5DZa8TlhPYYBd7gspvw5Hj,0.00019,0.877,0.756,0.485,0.552,0.176,120.01,0.65,508000,-11.631,8
0rDkA0tJDoTi6TVMzYtHdC,0.0288,0.778,0.649,0.189,0.315,0.037,119.996,0.407,441957,-7.549,7
0xkgFxq6f8aoRv0yl1cJO0,0.00123,0.814,0.754,0.908,0.104,0.0531,122.009,0.592,394876,-9.952,24
2X6SbFTN9gx1ogDuuyx7Wa,0.0607,0.848,0.387,0.446,0.0691,0.0445,118.004,0.349,344027,-9.914,4
1ZB9LKOU8dp1os9MGz2WuZ,0.0142,0.817,0.387,0.718,0.163,0.0484,117.99,0.404,489277,-14.366,4
3loBI2gZe9aWXefMdGbTUU,0.0155,0.805,0.637,0.83,0.0398,0.0519,118.004,0.517,443390,-9.349,4
1k9PXkj82QlXacWUptk1Aa,0.153,0.806,0.615,0.775,0.102,0.0928,122.064,0.499,442627,-8.129,4
1p7wO1ml394ZXd7H5S7Na3,0.165,0.828,0.491,0.781,0.0832,0.0976,116.978,0.752,402820,-11.762,24
15xJEF7H2XePeQ57SN22ql,0.00156,0.809,0.712,0.471,0.391,0.0566,120.006,0.21,408047,-6.471,2
55bfXeq8wXtyKQtSZB3KYF,0.0302,0.93,0.482,0.00219,0.103,0.0411,120.021,0.569,204992,-9.925,22
3HV3ivLLMhSzfJ7Y1Vz2fX,0.00549,0.807,0.71,0.909,0.102,0.0567,119.012,0.41,421651,-9.121,4
4oB2DiDy8H9SxUb73AfSpe,0.176,0.849,0.333,0.679,0.109,0.0658,114.997,0.188,386087,-9.044,4
3i8RcFc3Nx5aFoi48cWdHo,0.00166,0.802,0.506,0.084,0.064,0.0537,120.007,0.496,443095,-8.523,7
2xYD5SmtYFWgNrHEipum8L,0.0386,0.831,0.385,0.672,0.104,0.0705,120.014,0.616,386596,-8.435,4
01BSRDzOnwn784ORBijkXe,0.00622,0.808,0.39,0.853,0.0507,0.054,118.995,0.511,390500,-6.71,4
32WaOb0VKF4qIa6n5R6Sqy,0.0149,0.805,0.437,0.742,0.0674,0.0454,120.028,0.227,374000,-10.585,4
0TXTy5TzZSOMuOWBEhfEVB,0.146,0.844,0.459,0.888,0.0973,0.109,119.995,0.621,384527,-8.323,4
2yGIjjs9CybHAVAjcOT7us,0.000383,0.699,0.532,0.814,0.12,0.0872,122.005,0.544,393443,-11.822,4
55hVKNPeaAOwtUSedwGnwb,0.00101,0.848,0.395,0.859,0.227,0.0706,118.999,0.667,469930,-9.72,4
29pZTolW6ZAoXTjYrHtlRG,0.0437,0.792,0.768,0.0827,0.144,0.0758,121.992,0.265,404006,-7.488,7
1stJgyvQIj9ys6u9X77IRT,0.0623,0.727,0.611,0.907,0.154,0.0326,117.996,0.543,366102,-8.179,24
077AL7ggj5w8nY0p0o8wC2,0.000584,0.826,0.47,0.807,0.0625,0.0602,121.007,0.885,328328,-4.527,24
4fYoulLcZcfaE1H70Wi5KG,0.00263,0.819,0.868,0.699,0.0689,0.0841,122.992,0.73,442623,-7.337,24
1ZKZJkDYpAWDqYEZBIggKr,0.111,0.795,0.722,0.0267,0.0539,0.0507,118.007,0.836,408854,-10.468,22
2aJXXMMXP2sXvnC7EL9y2B,0.0224,0.866,0.456,0.409,0.905,0.0922,117.989,0.127,245063,-14.357,0
1YmRAgWIPA516yCERRLhFK,0.0039,0.815,0.335,0.733,0.096,0.0461,120.01,0.746,448046,-10.498,4
3d8PbKZmaZmDJxsO5hH3Qm,0.00708,0.865,0.66,0.667,0.0716,0.0536,120.013,0.773,424562,-10.61,24
1AMRg6RplvFYla8IhEmfRO,0.00521,0.868,0.486,0.771,0.0437,0.0838,122.003,0.579,429423,-8.85,4
0f0ogtYwyMiQQ4YB4mRfdx,0.0395,0.707,0.654,0.814,0.107,0.0402,124.0,0.582,548640,-12.174,24
2F523FnikvweXPb3mqh4FS,0.00128,0.806,0.933,0.893,0.0474,0.048,122.008,0.673,332459,-5.198,24
574o93tUPpuoSm9KIG2cXT,0.00201,0.809,0.792,0.817,0.342,0.0478,118.997,0.572,355539,-8.603,24
3njVmBxZMElnsAzT3IFHTA,0.000941,0.921,0.33,0.232,0.4,0.0548,119.999,0.438,423938,-8.088,7
649LaABb6G29NNkge0lxzg,0.0541,0.837,0.556,0.0658,0.127,0.05,119.02,0.519,503258,-8.683,7
0FTCgzqLDqxJTm3ULY9F5T,0.000803,0.839,0.683,0.859,0.105,0.0638,119.0,0.436,438661,-6.723,4
71Alag2drKnYBqZmeWaVSd,0.1,0.802,0.795,0.772,0.109,0.0566,123.0,0.302,327805,-8.088,2
3bvPPeZXKLnbmxZXQl3oct,0.000642,0.802,0.538,0.579,0.0614,0.0586,121.996,0.121,382623,-8.617,4
4QAW32QlMwE9TWtI1UFGwf,0.00625,0.92,0.446,0.63,0.0611,0.0771,122.999,0.669,361028,-8.816,4
0zSztd8XuJlqkVANrxTEp4,0.0124,0.866,0.671,0.00448,0.0977,0.031,121.979,0.715,269014,-5.981,22
5KbAWKLEN7IhTnFly9abRW,0.276,0.834,0.642,0.806,0.0697,0.0528,120.008,0.638,356585,-7.987,24
4ujsom6idC2yJRcp3AzPV5,0.0271,0.852,0.654,0.23,0.0515,0.0455,117.004,0.636,351243,-7.761,22
72QLuGRF86QVq3MaqVhrRr,0.000306,0.737,0.685,0.409,0.0684,0.0455,120.017,0.396,342125,-7.822,8
1GFBJiBdCB7R8GZGYkuCoh,0.0263,0.793,0.769,0.0817,0.139,0.212,121.998,0.578,285272,-6.8,1
3wZPyPPs0dx5azGW41HfP0,0.00205,0.807,0.63,0.697,0.0753,0.0449,121.012,0.737,337686,-8.873,24
633aZiEowcvufS2wBmikmW,0.0331,0.858,0.601,0.17,0.602,0.0611,115.009,0.309,407500,-6.783,14
4qcWIHnOvXLrF3Tq8AB43q,0.0101,0.829,0.619,0.641,0.0341,0.0467,119.011,0.419,374031,-7.041,4
5JKQpdm3KL12d5OtbI2u8a,0.179,0.816,0.731,0.579,0.181,0.074,120.005,0.654,392000,-7.204,8
7krLx43Zb4D9n05M7URsw9,0.00838,0.803,0.451,0.791,0.0882,0.0529,120.007,0.258,391998,-10.088,4
2FPyVOF68ojsTmeNOZl23S,0.107,0.824,0.339,0.625,0.0571,0.0585,120.987,0.598,354987,-8.293,4
3888aZc5ZjaNLGGxxyRxXB,0.0101,0.924,0.333,0.0191,0.425,0.116,118.005,0.546,366521,-8.69,7
2r0MT7lmv30ggNjrevDIa6,0.00339,0.805,0.635,0.64,0.145,0.0412,119.994,0.364,417000,-6.464,4
0btB1fHGwvipD4IUmyh1vL,0.139,0.891,0.62,1.61e-05,0.0805,0.244,98.094,0.404,204500,-7.463,7
6IFDy0imCdhDpHj98GczEX,0.0382,0.812,0.693,0.0,0.104,0.367,90.12,0.853,153213,-3.914,11
30mNHDOw7qD5SF8tBeuPpu,0.187,0.816,0.875,0.0,0.0346,0.184,100.967,0.952,173465,-2.499,3
5o5yQsdZblzaqzgBFDVJTv,0.0654,0.699,0.675,0.0,0.143,0.387,105.151,0.442,217200,-5.383,10
0j55p8YRAPG8yajtNyjt6A,0.321,0.69,0.621,2.81e-05,0.0884,0.06,66.858,0.497,233253,-3.583,1
4tw57jakL7TFEdZ4bUohP1,0.216,0.817,0.699,0.000112,0.115,0.355,101.101,0.664,168751,-5.379,11
2c3e6W36veH8GSBkoMKX24,0.448,0.599,0.683,0.0,0.0463,0.464,211.958,0.75,150280,-3.812,20
5X5YDBavdU5RjYMlxqwlCm,0.00915,0.887,0.765,0.000872,0.0907,0.0669,102.958,0.456,177186,-5.207,1
3WU2blK7YBcugEEU9CATvF,0.000755,0.741,0.79,0.0,0.0345,0.284,185.779,0.806,188200,-5.056,11
7sd72KZS8D59g5NmhxyHpJ,0.0342,0.906,0.638,1.7e-05,0.0725,0.256,99.959,0.789,191502,-7.917,11
5nLmO6pp71pmiVZwyTPfq9,0.00168,0.792,0.682,0.0,0.169,0.173,84.983,0.666,222893,-4.96,11
0RQEpWykgNyAMCeuZJDKJt,0.104,0.638,0.699,0.0,0.0995,0.3,102.758,0.597,221194,-4.899,11
1g323zkGA2tgTx9IYu5v1j,0.0654,0.639,0.664,0.0,0.0751,0.168,115.895,0.42,212323,-4.583,1
2QXv4NKNCuqCDmOTwcOjrN,0.142,0.598,0.641,0.00027,0.242,0.313,107.16,0.224,166699,-7.46,10
2eKcAEvYtwcuK4zFcYdtX3,0.183,0.751,0.837,0.0,0.217,0.108,98.016,0.752,242560,-3.892,3
3tnCrP8UtF8wnsTx2qorND,0.0986,0.943,0.479,0.0,0.155,0.289,109.3,0.921,238190,-6.172,22
6bOLRTULQUiXeVnxOIPZVA,0.0305,0.591,0.843,0.0,0.297,0.148,134.325,0.836,214455,-5.196,25
1mTEDYrH2BGlVA8FuXegji,0.478,0.849,0.654,0.0,0.13,0.316,92.149,0.788,211333,-6.301,20
6oBtzGQSirafwnRDNlloMl,0.307,0.623,0.481,0.0,0.138,0.33,123.057,0.514,185066,-7.26,10
0k2GOhqsrxDTAbFFSdNJjT,0.106,0.951,0.6,0.0,0.0712,0.0685,125.04,0.822,218573,-4.675,22
0Bhgvv9rPEAGkh8SA5TAtR,0.378,0.746,0.733,0.0,0.124,0.124,100.168,0.539,165026,-6.376,13
5WavgurgGX48eZv1q1E3on,0.141,0.778,0.761,4.6e-05,0.0441,0.0525,107.288,0.923,228000,-5.529,3
1YRzgVYXnobOo68q4F6DEE,0.187,0.686,0.612,0.0,0.314,0.228,92.059,0.601,201870,-6.418,11
5HaRoqxb0Y4aMW347qhTPG,0.174,0.598,0.579,0.00509,0.0927,0.393,66.633,0.657,160725,-7.427,11
4PaV16f3DUo9QxbQMUzMKH,0.21,0.628,0.754,0.0,0.12,0.472,86.194,0.57,196000,-8.777,11
7LRJmZ6G5qHQEG2CGeTCji,0.42,0.552,0.618,0.0,0.109,0.32,132.765,0.399,194586,-6.757,20
0BBOLOV5JntPL3341swIre,0.0405,0.677,0.682,0.0,0.0351,0.0361,106.279,0.875,192107,-6.879,3
7LzpbhQyI2HIyk73V8UE6r,0.529,0.482,0.835,0.0,0.117,0.231,102.02,0.678,240000,-4.321,13
6S9QZ8QTN5oOUChcYWChnK,0.0944,0.702,0.659,0.0,0.365,0.19,93.923,0.511,142979,-6.835,14
5J4FiKDJIdJ8AKx2gaWMt4,0.534,0.588,0.61,0.0,0.303,0.234,99.926,0.645,204081,-5.008,20
6bK9BH9Ts8Gj5JFvnQkzak,0.614,0.741,0.824,0.0,0.158,0.0352,100.216,0.725,211666,-4.143,13
6LKeLk5IBQUb9eoXidchGQ,0.0886,0.631,0.802,0.0,0.103,0.373,101.803,0.772,183893,-5.316,11
4lqqbSHGGR5BRtnmnky00G,0.14,0.67,0.823,0.0,0.311,0.295,105.739,0.655,141226,-2.24,11
7khLgMuA7m4SA6aaDv1QSv,0.061,0.82,0.826,0.0,0.0904,0.0546,105.988,0.939,207547,-7.012,3
3eKLbe124mzIRFPuwCnJAD,0.0344,0.858,0.735,1.41e-06,0.468,0.329,108.019,0.364,145813,-4.854,14
38CECqycscktTYRq4yKMXc,0.193,0.818,0.794,0.0,0.0413,0.0894,100.986,0.569,190119,-7.457,1
4AaXmQvHMWNwZSoqi4kcsK,0.391,0.706,0.73,0.1,0.0871,0.286,63.951,0.612,197228,-5.017,20
46l7fOJggsNqrNPJeFk0og,0.0741,0.692,0.677,0.0,0.111,0.371,101.087,0.848,239787,-6.225,11
6nGwWIh0ATJqK9cXbLqDw8,0.0275,0.754,0.702,0.0,0.0619,0.0429,95.998,0.736,228360,-8.033,22
7yJG5oJwYfom8AVXDcgFLx,0.424,0.606,0.61,0.0,0.165,0.392,129.989,0.685,136827,-5.279,20
0VzBKgimNRMauaqzT2rEnS,0.12,0.817,0.8,3.9e-05,0.187,0.108,90.016,0.534,154667,-4.475,1
62wwjwCgRm2WVFQUgISepy,0.259,0.892,0.754,0.0,0.0605,0.196,99.959,0.708,182415,-7.06,11
4p1yzpajuKXwZKBQ7PyH9x,0.00451,0.783,0.748,4.62e-05,0.135,0.188,99.16,0.799,150303,-4.118,3
6nCeKXSFqubsJR6ZozzcjD,0.201,0.738,0.808,0.0,0.0935,0.287,93.572,0.786,204255,-4.542,11
0z0qRN3HNUCOG9y1R7umuD,0.357,0.835,0.366,0.0,0.0793,0.426,114.044,0.659,213519,-10.246,20
5SqaYcPSRGSg7ZzT7aLzcK,0.1,0.665,0.582,0.0,0.163,0.339,99.98,0.441,199837,-7.221,10
4y0AUgG6XhQac3a6Li93QU,0.549,0.911,0.57,0.0,0.0966,0.314,100.093,0.368,204069,-5.689,20
6gt4crRNZ5Soua4BP52HXv,0.68,0.655,0.745,0.0,0.104,0.453,95.596,0.773,185626,-4.683,20
5up4eOJZIvjngfzuqYnBvs,0.416,0.533,0.645,0.0,0.181,0.174,130.773,0.531,178313,-5.939,23
4jGE3Ct8rgMZQgJshj5Bdp,0.313,0.858,0.798,3.89e-06,0.316,0.0648,100.039,0.353,167053,-4.062,14
1eNOnwpluYFogJuD0eDp4U,0.133,0.546,0.709,0.0,0.115,0.313,84.745,0.501,185400,-7.932,10
7tXCV0UwFwBxqum6i25you,0.00739,0.847,0.573,0.0149,0.0845,0.253,99.919,0.332,137595,-6.032,7
1uNIWPKOnJw92GPDcvaJY9,0.00891,0.897,0.605,0.0,0.206,0.344,95.023,0.674,214160,-5.908,11
10C1ZwdAwSEmMeYAFvuTtv,0.00117,0.725,0.764,8.93e-06,0.0773,0.0843,99.962,0.611,213306,-4.893,1
48OnqvjzYG8RYuyjXGquDg,0.425,0.716,0.663,0.0,0.0873,0.208,95.153,0.513,207158,-5.461,20
5esGnzJMqZQP3XBWC4PJYY,0.0147,0.597,0.713,0.0,0.069,0.26,99.761,0.374,165787,-6.456,1
3u25dhBZ80h0TFewO29Wqb,0.14,0.672,0.711,0.0,0.151,0.316,86.747,0.759,221867,-4.652,11
5MAScTGPHzWAeivPjpATa9,0.0438,0.902,0.845,0.0,0.0867,0.0644,112.005,0.625,233718,-2.695,1
0xihml9lEH5K0dNQ3LBrxc,0.12,0.62,0.677,0.0,0.0912,0.0679,99.67,0.845,178500,-6.79,22
5Ea6VaQFplATEu2biAQdlB,0.112,0.547,0.558,0.0,0.112,0.309,93.872,0.422,215776,-6.745,10
56m8Wv3qRBfwLuO08GtfHs,0.0811,0.757,0.78,0.0,0.113,0.319,97.917,0.589,232507,-5.038,11
3QFOdlIjY2EyjLij20OjdB,0.454,0.699,0.645,0.0,0.135,0.206,173.836,0.517,166160,-4.591,20
06TZKb6hthzl3fiCZNshVS,0.47,0.602,0.83,0.0,0.393,0.217,96.203,0.911,192990,-2.89,13
3QsYrzBz48de2cqm670ym9,0.0448,0.606,0.752,0.000234,0.0716,0.582,185.375,0.369,178840,-4.459,10
6Y7Eth6daKj80p4Ofmp6sx,0.219,0.919,0.781,0.0,0.221,0.217,118.982,0.559,172019,-4.704,11
5tdl56mOgdZeY6RNF5jLwT,0.367,0.521,0.82,0.0,0.124,0.293,135.883,0.761,205560,-6.028,13
0CfQ8hT96TCe8htXMwptJo,0.00815,0.947,0.806,0.0,0.0811,0.296,99.999,0.634,215700,-4.191,11
4rSdKM7s42IeKudysHdwDg,0.0257,0.593,0.841,0.0,0.0716,0.106,103.362,0.779,194293,-5.387,3
4jG37eyJFoSeWGPvlptPWh,0.000634,0.904,0.671,0.0,0.132,0.0909,110.074,0.893,186083,-4.994,3
2169IKAivSUUFGcedGASXc,0.0271,0.684,0.79,0.000371,0.0854,0.0735,95.083,0.549,224728,-4.871,1
2K7lwIM77amplCz8FCA0RA,0.255,0.899,0.669,0.0,0.0841,0.165,100.026,0.754,144065,-6.408,22
6YvcLedQCbwEN9PWeGjK46,0.0899,0.603,0.707,1.04e-06,0.116,0.3,100.104,0.488,195146,-7.413,10
4hGHcdD5IwjAkftalZm5an,0.129,0.691,0.604,0.00494,0.108,0.341,125.55,0.44,215112,-6.358,10
2kEaouAnKFG2LsgNAbpINQ,0.669,0.605,0.745,0.0,0.175,0.405,129.395,0.886,192052,-5.021,20
27g5G3TW90FSm3YxclYpAs,0.478,0.571,0.747,0.0,0.116,0.17,106.253,0.635,259651,-4.659,13
0PtDNK2Q49fAM4ZbKtN0mz,0.0466,0.503,0.675,0.0,0.147,0.254,99.284,0.645,181817,-6.782,11
12LYkTkGduz0lXb1EJDc1T,0.087,0.774,0.781,0.0,0.638,0.0628,101.04,0.714,180620,-3.239,18
