id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,duration_ms,loudness,cluster
6nCeKXSFqubsJR6ZozzcjD,0.201,0.738,0.808,0.0,0.0935,0.287,93.572,0.786,204255,-4.542,4
0z0qRN3HNUCOG9y1R7umuD,0.357,0.835,0.366,0.0,0.0793,0.426,114.044,0.659,213519,-10.246,44
5SqaYcPSRGSg7ZzT7aLzcK,0.1,0.665,0.582,0.0,0.163,0.339,99.98,0.441,199837,-7.221,42
4y0AUgG6XhQac3a6Li93QU,0.549,0.911,0.57,0.0,0.0966,0.314,100.093,0.368,204069,-5.689,4
6gt4crRNZ5Soua4BP52HXv,0.68,0.655,0.745,0.0,0.104,0.453,95.596,0.773,185626,-4.683,44
5up4eOJZIvjngfzuqYnBvs,0.416,0.533,0.645,0.0,0.181,0.174,130.773,0.531,178313,-5.939,35
4jGE3Ct8rgMZQgJshj5Bdp,0.313,0.858,0.798,3.89e-06,0.316,0.0648,100.039,0.353,167053,-4.062,15
1eNOnwpluYFogJuD0eDp4U,0.133,0.546,0.709,0.0,0.115,0.313,84.745,0.501,185400,-7.932,42
7tXCV0UwFwBxqum6i25you,0.00739,0.847,0.573,0.0149,0.0845,0.253,99.919,0.332,137595,-6.032,14
1uNIWPKOnJw92GPDcvaJY9,0.00891,0.897,0.605,0.0,0.206,0.344,95.023,0.674,214160,-5.908,4
10C1ZwdAwSEmMeYAFvuTtv,0.00117,0.725,0.764,8.93e-06,0.0773,0.0843,99.962,0.611,213306,-4.893,16
48OnqvjzYG8RYuyjXGquDg,0.425,0.716,0.663,0.0,0.0873,0.208,95.153,0.513,207158,-5.461,4
5esGnzJMqZQP3XBWC4PJYY,0.0147,0.597,0.713,0.0,0.069,0.26,99.761,0.374,165787,-6.456,42
3u25dhBZ80h0TFewO29Wqb,0.14,0.672,0.711,0.0,0.151,0.316,86.747,0.759,221867,-4.652,4
5MAScTGPHzWAeivPjpATa9,0.0438,0.902,0.845,0.0,0.0867,0.0644,112.005,0.625,233718,-2.695,41
0xihml9lEH5K0dNQ3LBrxc,0.12,0.62,0.677,0.0,0.0912,0.0679,99.67,0.845,178500,-6.79,16
5Ea6VaQFplATEu2biAQdlB,0.112,0.547,0.558,0.0,0.112,0.309,93.872,0.422,215776,-6.745,42
56m8Wv3qRBfwLuO08GtfHs,0.0811,0.757,0.78,0.0,0.113,0.319,97.917,0.589,232507,-5.038,4
3QFOdlIjY2EyjLij20OjdB,0.454,0.699,0.645,0.0,0.135,0.206,173.836,0.517,166160,-4.591,26
06TZKb6hthzl3fiCZNshVS,0.47,0.602,0.83,0.0,0.393,0.217,96.203,0.911,192990,-2.89,6
3QsYrzBz48de2cqm670ym9,0.0448,0.606,0.752,0.000234,0.0716,0.582,185.375,0.369,178840,-4.459,8
6Y7Eth6daKj80p4Ofmp6sx,0.219,0.919,0.781,0.0,0.221,0.217,118.982,0.559,172019,-4.704,4
5tdl56mOgdZeY6RNF5jLwT,0.367,0.521,0.82,0.0,0.124,0.293,135.883,0.761,205560,-6.028,43
0CfQ8hT96TCe8htXMwptJo,0.00815,0.947,0.806,0.0,0.0811,0.296,99.999,0.634,215700,-4.191,4
4rSdKM7s42IeKudysHdwDg,0.0257,0.593,0.841,0.0,0.0716,0.106,103.362,0.779,194293,-5.387,16
4jG37eyJFoSeWGPvlptPWh,0.000634,0.904,0.671,0.0,0.132,0.0909,110.074,0.893,186083,-4.994,41
2169IKAivSUUFGcedGASXc,0.0271,0.684,0.79,0.000371,0.0854,0.0735,95.083,0.549,224728,-4.871,16
2K7lwIM77amplCz8FCA0RA,0.255,0.899,0.669,0.0,0.0841,0.165,100.026,0.754,144065,-6.408,4
6YvcLedQCbwEN9PWeGjK46,0.0899,0.603,0.707,1.04e-06,0.116,0.3,100.104,0.488,195146,-7.413,42
4hGHcdD5IwjAkftalZm5an,0.129,0.691,0.604,0.00494,0.108,0.341,125.55,0.44,215112,-6.358,14
2kEaouAnKFG2LsgNAbpINQ,0.669,0.605,0.745,0.0,0.175,0.405,129.395,0.886,192052,-5.021,43
27g5G3TW90FSm3YxclYpAs,0.478,0.571,0.747,0.0,0.116,0.17,106.253,0.635,259651,-4.659,16
0PtDNK2Q49fAM4ZbKtN0mz,0.0466,0.503,0.675,0.0,0.147,0.254,99.284,0.645,181817,-6.782,42
12LYkTkGduz0lXb1EJDc1T,0.087,0.774,0.781,0.0,0.638,0.0628,101.04,0.714,180620,-3.239,38
0JEXQ1hULMJa0Gk8ge5Zvk,0.445,0.761,0.876,0.0,0.599,0.163,94.03,0.846,150664,-5.086,20
7gpFXTaVIWhz73alPHwK6N,0.396,0.843,0.689,0.0,0.615,0.202,107.308,0.932,225787,-8.315,20
41Q5dO5UhYF7ufAZ9wbWHa,0.0555,0.79,0.891,5.99e-05,0.351,0.066,96.26,0.367,157000,-1.567,15
5dWfl2PBpKHpBVdz95wxK1,0.0479,0.496,0.819,0.000215,0.177,0.0444,100.215,0.317,202013,-5.656,9
3j8EEMm9kbPLqByuaHmUmQ,0.118,0.603,0.782,0.0,0.363,0.162,124.303,0.731,257893,-4.832,6
7hqAdo1Wig886zA2jPDupG,0.0262,0.723,0.617,0.0,0.338,0.507,126.447,0.804,232000,-13.414,8
6xW2g0c5uSoa3S6xk9eI4j,0.178,0.856,0.721,2.14e-05,0.0913,0.0779,100.98,0.902,230151,-6.813,41
5I6zA18QlsgGLwdcS0OKZI,0.189,0.893,0.822,0.0,0.16,0.07,107.941,0.746,222222,-5.748,41
6aHhMN1QoYiDttlyOoa9Ck,0.384,0.713,0.542,4.11e-06,0.22,0.573,180.506,0.655,162377,-7.965,8
12QoIp99TnsBHo6eg7yni2,0.113,0.754,0.674,0.0,0.0546,0.153,97.992,0.726,210667,-5.459,4
2Rl83jGCzeadLzNCFxnTi9,0.112,0.681,0.72,0.0,0.124,0.27,99.001,0.678,213133,-4.749,4
746nPV2NXSoxW3imGpG8gk,0.123,0.616,0.71,0.0,0.128,0.264,93.938,0.945,255360,-7.05,4
2vACumvzzT2ZngO2p7i3Gu,0.34,0.81,0.829,0.0,0.0539,0.108,104.695,0.851,217107,-5.646,41
6LGTXFy9KNQeBjUHT9fPFh,0.00288,0.837,0.859,0.0,0.112,0.0783,102.772,0.627,204413,-6.027,41
4zQwQaqmC9PkT94MiNB281,0.033,0.539,0.774,0.0,0.0622,0.418,95.765,0.695,163840,-7.29,42
00FU5uypELwgQuM9IbFC6G,0.0918,0.6,0.583,0.0,0.0992,0.281,126.517,0.763,209053,-6.617,43
5KhypMVGqMI9mgsrrv2lxc,0.173,0.831,0.769,0.0,0.161,0.383,96.131,0.964,188307,-8.065,4
0faQCjG6E7VecroZfmSA3J,0.13,0.531,0.862,0.0,0.234,0.383,157.486,0.9,193413,-6.404,26
5TOellL1TBlJ63Tbo7Ao4G,0.296,0.654,0.613,0.0,0.142,0.341,126.421,0.851,204507,-5.279,43
6hDdz3s6TMHF6ohnCIa1z6,0.117,0.77,0.682,0.0,0.0396,0.27,95.699,0.964,290493,-5.337,4
1y7sKhBWlJxH6OXSDjcEKw,0.000271,0.564,0.485,0.0,0.0498,0.325,91.103,0.695,231267,-11.635,42
5K4rwjecvZnhTAwfFHgOYK,0.0151,0.481,0.92,0.0,0.344,0.324,154.673,0.905,228867,-2.813,26
05jHFnv6I9aOij4uipICJe,0.28,0.639,0.586,3.01e-06,0.0606,0.333,129.18,0.869,209680,-6.278,43
0dCd4RFqiBtETld4Pn0xuy,0.264,0.841,0.756,0.0,0.056,0.253,93.883,0.838,192760,-6.778,4
1LzNfuep1bnAUR9skqdHCK,0.245,0.42,0.33,0.000679,0.0677,0.0275,157.143,0.175,295600,-13.925,40
1ZgMsA55GIY7ICkQh5MILA,0.233,0.507,0.79,0.139,0.145,0.0294,147.065,0.6,320467,-7.307,25
0oxYB9GoOIDrdzniNdKC44,0.00101,0.33,0.532,0.709,0.101,0.0263,93.512,0.218,285907,-11.764,31
37pKTyMwalomKCZjxTc2QZ,0.00196,0.49,0.652,6.24e-05,0.0991,0.0274,90.085,0.339,192467,-5.813,2
190IqlryWu91WBKeDgZqZz,0.41,0.518,0.496,0.1,0.0999,0.0292,143.921,0.281,170893,-11.607,37
4V0x90QcMh4ZxwHzEWOdtK,0.000105,0.34,0.737,0.762,0.0699,0.0582,172.022,0.499,192080,-4.681,39
26iu1k7U1NT2i8Sz7mDPGa,0.319,0.444,0.591,0.77,0.107,0.0316,137.865,0.0771,216038,-9.004,31
0dcu28YT8cXZH7JTIraszp,0.506,0.225,0.511,0.918,0.108,0.0339,114.255,0.117,304240,-9.316,31
6lvJDlBrtabJWiBlMTGxKs,0.798,0.5,0.47,0.88,0.0899,0.0395,141.454,0.0766,157000,-9.995,36
0AxZUYeQ9bZwSdt1LmZuok,6.97e-05,0.202,0.804,0.00775,0.081,0.0383,179.911,0.418,298400,-5.465,21
1k7lK8tjU5BPsXez7WEpg0,0.027,0.655,0.806,0.00482,0.28,0.0335,119.029,0.702,133667,-6.493,6
1KKuoYESWoUGsau6YYoEMl,0.000243,0.14,0.641,0.837,0.108,0.0422,170.207,0.352,256573,-10.435,39
33HRECrmuelZxOpid6XTNX,0.00782,0.276,0.449,0.783,0.108,0.0375,101.687,0.278,230987,-11.428,31
26uVYNtKahTAcZMDWiuBnt,0.842,0.215,0.24,5.9e-06,0.135,0.0407,128.729,0.0892,211093,-12.597,32
2TIJiqr72Qe9tGd26fStIN,0.0104,0.341,0.812,0.636,0.263,0.0298,219.354,0.723,301867,-5.786,39
1ZnXuijpwEBjhNxpEnb8WH,7.83e-05,0.373,0.679,0.116,0.247,0.0393,90.974,0.42,223267,-9.195,2
5JfibYpOT2Rtw6a0iWHiNm,0.0108,0.531,0.831,0.871,0.0646,0.027,143.98,0.962,200442,-7.43,28
3KiKpbpJp9QKuTZb9ocfJi,0.15,0.509,0.611,0.0,0.107,0.0291,129.926,0.9,209133,-11.036,0
5hUCTgttGB1eS4GJdPEQEM,0.13,0.374,0.272,0.0,0.0641,0.0341,178.809,0.303,244240,-18.262,40
1LwP9g1Hjbs64jXM2Qsxry,8.02e-05,0.341,0.552,0.616,0.0591,0.0423,121.361,0.486,182493,-10.503,31
40ABtf917Ghhi2tkQDNOdn,2.44e-05,0.414,0.404,0.433,0.121,0.0293,102.883,0.156,535600,-14.677,19
0p6JvwRK6RqC1SyRVKP6cN,0.12,0.426,0.912,0.896,0.357,0.0445,117.953,0.188,220760,-4.594,31
0eVz3hV2xOXdneGpnWDFpb,0.209,0.534,0.536,0.835,0.113,0.0244,98.018,0.427,270918,-7.682,18
3EEzQDCP8jRl2pEt9eDKMO,0.0174,0.41,0.78,0.408,0.233,0.0327,100.452,0.727,215587,-4.941,9
1c8L2UYpJp0EkilO1duOK8,0.0725,0.191,0.406,0.783,0.0734,0.0383,117.062,0.0374,289627,-12.165,31
2HsOICaAi5bwnqyG7uO1Fo,0.768,0.18,0.167,0.165,0.126,0.0293,170.093,0.0488,209093,-11.286,32
6xpMakLAeWRGLtGWLIIhMi,0.000137,0.371,0.848,0.855,0.293,0.0527,136.652,0.426,254093,-8.611,31
77YVeXd29xVJrJdGQRJNYp,0.0373,0.468,0.866,0.925,0.183,0.0322,130.998,0.554,320328,-5.372,31
7Bv26qd7JX525wGCmhrPtj,0.000167,0.376,0.663,0.00479,0.075,0.0325,121.049,0.0725,459173,-5.451,25
0tm9m5pv01Toj3nt3LESdZ,0.193,0.548,0.77,0.286,0.291,0.026,144.242,0.41,307667,-6.676,33
4xIKBBUKxTvigPMzCBmikB,0.18,0.4,0.418,0.886,0.121,0.0257,158.024,0.468,240760,-9.912,39
1sEkQDvj0SurW8OUbQ8W3H,0.00867,0.444,0.958,0.00652,0.323,0.0485,108.478,0.551,226400,-3.866,9
0mpKGswMW2MypC6kryHQmL,0.948,0.313,0.241,0.859,0.102,0.0382,119.796,0.0859,191893,-16.474,36
7fectUUMiPjZijOJIJaN3S,0.11,0.459,0.465,0.259,0.0915,0.0388,123.94,0.117,337600,-13.564,34
5VkonixvlrVyNjADeOYd8g,0.000512,0.391,0.651,0.841,0.0954,0.0266,92.124,0.402,218000,-11.523,31
3BPRUFOrl3IOOY8HpzRn4S,0.0617,0.533,0.624,0.894,0.295,0.0258,109.981,0.422,267275,-8.829,27
3gcIqknhltPEuekVMrP25o,0.278,0.15,0.537,0.213,0.31,0.0317,101.768,0.0362,361213,-7.475,2
1Pr2b8WV0rFkSAjrnzUeDc,0.326,0.46,0.878,0.813,0.0967,0.0514,109.903,0.34,317093,-7.903,31
3Mp4lDIGyCBVWDSF6ALaEd,0.19,0.707,0.658,0.543,0.0908,0.0296,117.73,0.955,185227,-13.442,24
0PwKkV9wQCpbCxJmYEkcsd,0.0069,0.239,0.471,0.148,0.118,0.0333,106.999,0.501,384400,-13.404,34
5740WNrWQZEiXK6yoPp2q4,0.00156,0.392,0.885,0.798,0.11,0.0894,169.892,0.589,248744,-7.725,39
5tujK4iuRbqaDQv94ZRH98,0.0215,0.36,0.701,9.19e-06,0.134,0.0267,172.043,0.725,231226,-6.347,21
4eCgoHGTLuZshiHWitgAtT,0.8,0.635,0.556,0.967,0.512,0.0317,143.087,0.639,401112,-11.936,27
4rz3AwWL2wbJoye11pbULz,0.00699,0.819,0.551,0.00873,0.0734,0.0375,120.625,0.525,365533,-9.402,25
6y234mJkt0DEh39NxZ4uZ6,0.793,0.42,0.276,0.00192,0.292,0.0305,208.589,0.505,194227,-16.211,32
252uwichmLXhrtDY5GTLNi,0.00689,0.447,0.796,0.807,0.0626,0.0333,105.984,0.913,354640,-12.171,30
0e3zNp2pKzbgzTGWMwnyKG,0.0403,0.51,0.707,0.0141,0.105,0.0283,113.456,0.336,203849,-8.003,2
3MTF3yqjgGEUvQNZSWs0BU,0.0623,0.636,0.494,0.00221,0.215,0.0321,122.036,0.741,170880,-8.57,24
4h9pwQbHEz9HSGeOE8UMf4,0.0194,0.383,0.835,0.189,0.153,0.049,120.268,0.17,318800,-5.07,2
7658n55fOdy8zGGWBv6o6e,0.01,0.173,0.802,0.96,0.101,0.0514,111.003,0.162,265373,-6.62,31
4D0GT8zWuA7Z2em6dpajAn,0.732,0.85,0.68,0.0,0.0964,0.338,144.006,0.694,173333,-6.18,43
6uvMKqNlrSvcC4NaKnrwjZ,0.21,0.883,0.674,0.0,0.0678,0.357,141.02,0.73,278085,-8.043,43
3LtpKP5abr2qqjunvjlX5i,0.38,0.911,0.573,0.0,0.403,0.288,140.04,0.972,97393,-7.43,43
5wIjM4q7oIgiLqn8Qfoyxh,0.251,0.863,0.471,0.0,0.121,0.478,140.969,0.644,252907,-9.545,8
4oxGI8yyghLuMV7ybRG3kg,0.192,0.746,0.825,0.0,0.365,0.0435,143.062,0.904,108651,-4.457,6
6A3SB2C4U6JtCavQOXLYNN,0.17,0.807,0.75,0.0,0.164,0.237,141.176,0.961,139574,-4.396,43
1o6x7iRcDQPEEg8YPgLeVA,0.228,0.905,0.571,0.0,0.113,0.357,144.892,0.757,188690,-7.979,43
2oUwMN5VfdGX10XeQJLBBi,0.313,0.871,0.519,8.14e-06,0.0869,0.258,140.013,0.532,251733,-6.549,14
5w3CtwPT5e0k8zg2LyjvNN,0.463,0.8,0.71,0.0,0.339,0.295,147.171,0.795,150664,-6.403,43
3B0WbRucJ6ZIla2G9IVt2E,0.0954,0.821,0.666,0.0,0.319,0.342,145.066,0.739,178138,-7.237,43
1tLV0GD0WXQ1Z8BKOQscti,0.552,0.855,0.792,0.0,0.17,0.143,142.965,0.623,148750,-4.949,35
6mSzsSdu0CWIV70jEjWMhI,0.352,0.725,0.807,0.0,0.462,0.315,140.045,0.848,174857,-4.332,20
27ApZ49hpZZbLSBdNLnqjv,0.192,0.816,0.766,3.34e-05,0.0943,0.31,144.105,0.349,176667,-4.759,14
1aWrjGga6Ws67b2CWWTb4u,0.193,0.861,0.46,0.0,0.229,0.362,143.008,0.74,164566,-10.105,43
03snIuKJr5u7zpyp9zpQMU,0.0101,0.767,0.564,2.35e-05,0.11,0.27,77.034,0.557,196200,-6.794,4
2oW5T6viRcUuE6Ttk6TJ9B,0.0837,0.877,0.419,0.0,0.12,0.512,140.012,0.255,217714,-14.419,8
4oQ9SXKfTmAubnM06JMP5Z,0.514,0.924,0.484,0.0,0.173,0.337,139.99,0.403,187246,-7.421,14
4OENnoidV0h8gJV6bhrw7r,0.562,0.68,0.826,0.0,0.254,0.27,146.95,0.804,248937,-2.561,43
2BzAGK3lEZAQz5cU0Ae1wd,0.495,0.723,0.713,0.0,0.513,0.241,143.052,0.803,158601,-6.879,20
1xIqDFx3KdByBnKMlTECcM,0.217,0.813,0.481,0.0,0.0931,0.231,140.122,0.842,178286,-6.71,43
1zEtEb820Vwe9giuUFXH7H,0.1,0.811,0.62,0.0,0.211,0.43,139.927,0.638,173571,-4.82,43
59PUOc7B0WCNNx8Nr4qaA4,0.496,0.892,0.621,0.0,0.109,0.0949,124.015,0.638,205720,-7.67,35
2kQ9udZ0v3H8PFSVmbY1Kq,0.5,0.848,0.596,0.0,0.0853,0.235,150.035,0.793,143200,-8.043,43
6Yjj0HEBFdOtNjhbhiOiah,0.398,0.81,0.93,3.32e-06,0.0796,0.294,139.995,0.936,192000,-5.857,43
3Hv55kAU9bIBMunDNyNyVc,0.257,0.912,0.634,0.0,0.317,0.333,142.015,0.55,191053,-9.455,43
3FMedgGsLUNwx8NciePFEK,0.413,0.759,0.803,0.0,0.362,0.277,140.994,0.895,141277,-6.77,43
7bqfhc8eb5RdSKR59yIqNU,0.0657,0.726,0.669,0.00408,0.101,0.362,144.086,0.391,151667,-11.499,14
62ImlYiiE0ZeK9NVftkDfq,0.329,0.899,0.591,0.0,0.107,0.474,139.949,0.438,192387,-8.474,8
5BhRfzO3MokDQVJUKurRTV,0.211,0.801,0.695,7.82e-05,0.11,0.242,103.955,0.35,244669,-5.834,4
6eVWOyIA4iacH7UaQ1TqzM,0.231,0.739,0.772,0.0548,0.0721,0.0731,142.472,0.28,192000,-6.367,13
194U52vElkbmFe8QTefrgw,0.522,0.773,0.672,0.0,0.0851,0.225,145.014,0.624,201169,-5.885,43
0KzvY1XHsfvZ5p5sUcdHSN,0.492,0.875,0.738,0.000119,0.393,0.332,141.067,0.659,137077,-6.205,43
1fBaPpiFIepmaMkJqHcPBh,0.313,0.826,0.616,0.0,0.0601,0.394,143.176,0.782,173868,-7.3,43
69F4G9WD5U1vKrpaCiLznl,0.815,0.858,0.584,0.0,0.224,0.379,140.208,0.714,182143,-7.48,43
4Go2u6SexdY2Qxo0oHMIzE,0.139,0.768,0.72,0.0,0.201,0.23,140.024,0.49,181059,-6.528,14
1UsNsAKIErV6Z6X8zbFnD6,0.551,0.619,0.547,0.0,0.0801,0.376,159.92,0.631,175500,-8.524,8
2cQyipGn0DEXYLgoeIwRFe,0.384,0.763,0.793,0.0,0.319,0.284,141.146,0.906,192340,-5.363,43
1gaMQvjO3dKpOGWv5z7Itr,0.0519,0.89,0.617,5.6e-06,0.0815,0.38,140.16,0.706,138429,-7.767,43
78XK5PDIKWiDKcgiLl1x0o,0.0943,0.731,0.674,0.0,0.0807,0.274,139.916,0.701,165027,-6.986,43
0SxjNrhMwarsbcgEy0pavJ,0.565,0.751,0.674,0.000266,0.114,0.212,145.808,0.565,213587,-7.101,43
7afBX5p6Qw5RPfpedhEMWS,0.621,0.863,0.482,0.0,0.148,0.439,140.021,0.618,193714,-9.132,8
5NpbhGYMPEPMylfVKBI0Tt,0.0548,0.637,0.697,0.0,0.0491,0.373,139.136,0.45,191793,-8.72,14
4aRRxKxJbvIEjXWXB0l3w7,0.459,0.729,0.531,0.0,0.0693,0.371,156.132,0.384,203128,-9.568,8
4lQ87x6SYGR9E8v28xqhh2,0.407,0.871,0.749,5.45e-06,0.128,0.32,139.97,0.756,180581,-5.611,43
6Oq4fiDzKaFMU89dTvM24u,0.0523,0.678,0.516,0.0,0.13,0.444,133.939,0.11,245920,-4.601,14
1liZ6b5Pb9MImC8Ia2v7qE,0.0365,0.784,0.474,1.34e-06,0.0743,0.206,144.952,0.624,249931,-10.785,14
5NaLmTqMjjkpl8TRMaoxTO,0.378,0.509,0.483,0.0,0.107,0.46,83.417,0.171,198072,-10.634,44
1uzRV0C8fuXoO3oe5veC5C,0.311,0.836,0.697,0.0,0.121,0.369,144.086,0.854,206250,-6.984,43
3fAa5d2KhtXJ1gxB1wobQz,0.0388,0.866,0.48,2.62e-05,0.109,0.264,140.11,0.473,169714,-8.885,14
6xbhvNSfbX36nFwofS8xT8,0.377,0.904,0.25,0.0,0.11,0.672,140.128,0.355,137143,-18.291,8
6U4DsIEH16QBiQyt0DJtpk,0.115,0.827,0.552,1.13e-05,0.164,0.283,139.966,0.359,212760,-9.262,14
7Blze74XIfmAz74otR0FI1,0.134,0.754,0.654,9.38e-06,0.249,0.0465,102.986,0.325,189500,-7.627,15
5wwPdWKbDEiybmWkZqsGGn,0.198,0.54,0.585,0.0,0.147,0.309,100.289,0.516,120839,-7.563,42
1JeLx7sGn3LzHLwCzd6swY,0.575,0.676,0.691,0.0,0.102,0.427,149.973,0.774,278277,-6.198,43
6Ncr1lCYnE3JHwtVK4nLAx,0.692,0.745,0.742,2.27e-05,0.136,0.302,96.052,0.634,232444,-4.989,4
7u3w4fQhulC1etJbdfmv3Q,0.0781,0.614,0.82,8.18e-05,0.618,0.226,146.235,0.739,190685,-4.32,20
0jgO2f0lAPSs36KBAHx9Dl,0.122,0.851,0.605,0.0,0.415,0.521,142.892,0.562,161119,-6.86,8
7sfKyblnu5H1drGNaDzYUA,0.0479,0.89,0.768,0.0,0.106,0.349,140.034,0.609,160000,-7.16,43
1DxRMgLoWXgmIFF2Unp5pD,0.272,0.872,0.525,1.76e-06,0.0691,0.419,144.941,0.701,160552,-6.374,43
1pfZ8IYPDEjvdrllsYBgEC,0.0813,0.745,0.694,0.0,0.253,0.283,141.995,0.649,189600,-5.215,43
70dadmYOwUCwEGHgEVV3NV,0.442,0.918,0.681,0.0,0.263,0.434,140.133,0.872,185432,-5.062,43
4EmzSqaqpv663TP3VvqCa9,0.593,0.811,0.539,4.66e-05,0.116,0.37,140.035,0.796,180198,-8.559,43
4Wkcd2nwBK0J18XBg1O3vB,0.547,0.864,0.735,0.0,0.338,0.445,146.002,0.728,217183,-6.759,43
1MN3iFMSQ8dfqNAZMyUp5h,0.219,0.853,0.591,0.0,0.196,0.473,144.983,0.911,177103,-10.706,8
0kjuq7qimVvU6GrMtPEqWq,0.7,0.853,0.252,1.98e-05,0.125,0.434,141.953,0.583,178368,-18.461,8
62K84Fv61CS9dGt7JQqDlM,0.637,0.763,0.704,2.26e-05,0.201,0.4,145.198,0.51,138621,-4.907,43
3EjvvUxuKYQGN5ZvagDqme,0.319,0.765,0.89,2.41e-06,0.245,0.395,144.119,0.774,155000,-6.828,43
5ZRM9cNzt2CS9eZyzEyRtZ,0.555,0.776,0.585,0.00369,0.226,0.259,138.136,0.724,120000,-10.716,43
4Iu79YQJG8AHpyLzMAkzeu,0.194,0.645,0.617,0.0,0.15,0.387,71.877,0.824,176166,-7.005,42
6S1hikLTesBhpmTvQcOghm,0.298,0.698,0.686,9.11e-05,0.344,0.221,148.93,0.909,207785,-7.11,43
6zYRPJ0u0AM7kqaERIr1f0,0.324,0.906,0.428,0.0,0.1,0.445,140.026,0.828,209215,-10.133,8
76F7T5zPxdpcPndQNs2dQU,0.0746,0.713,0.886,0.0,0.215,0.271,140.054,0.747,192857,-4.451,26
7tTcleU0z0VpBaGWlBdIko,0.247,0.816,0.623,0.0,0.688,0.457,145.138,0.708,185652,-9.811,20
0nmW4fvqTwUDjlz13MNpJU,0.508,0.872,0.447,0.0,0.147,0.56,144.923,0.614,145711,-9.487,8
0h67w8nvVRIq5jOm4YO2Da,0.371,0.883,0.658,0.0,0.134,0.31,143.028,0.658,152323,-6.162,43
6PyDmJQd9gT9vBOc5aPAXw,0.0298,0.865,0.582,0.579,0.117,0.286,140.038,0.286,161143,-10.103,14
00poyleQIo7uAnBRMn0iyJ,0.112,0.675,0.692,0.0,0.53,0.505,122.552,0.138,293360,-8.491,20
1unMIRKio7PpOxPWRDMtRc,0.223,0.807,0.436,0.0,0.1,0.36,148.052,0.535,181216,-12.299,8
1NmJ4gsNnyg0BkSwNMWQRC,0.0129,0.887,0.421,0.0,0.328,0.396,146.976,0.767,208980,-12.398,8
5DioDvyrdjUIyeA07BPpm4,0.188,0.913,0.847,0.0,0.101,0.244,142.082,0.837,165634,-5.999,43
0FP75UX2W460N7q2PKrzdh,0.0776,0.564,0.705,4.5e-05,0.305,0.218,88.88,0.385,237263,-7.538,42
7z5G2LOdV8okZn4yWg3q5g,0.235,0.706,0.552,0.0,0.144,0.0833,142.037,0.835,175775,-9.479,24
0P88fVbvRQGgRQN1GulQNy,0.374,0.75,0.531,0.0,0.107,0.0513,139.997,0.663,125143,-8.988,35
7ist6ZFoMj9oQbTO1eYINW,0.166,0.889,0.721,0.0,0.312,0.476,146.234,0.741,184110,-10.09,8
2GPh676erhgaOyMRmQNOc6,0.0824,0.912,0.651,2.9e-06,0.101,0.337,142.947,0.505,214820,-8.702,14
3S7XptLRvV6bZrmrz7WhmA,0.106,0.911,0.742,7.97e-06,0.052,0.334,143.093,0.894,156146,-9.869,43
6Jzdxguk63s6CVVXHIrQ0x,0.16,0.912,0.54,0.0,0.421,0.305,128.068,0.619,153809,-8.038,43
58BJ5oUPX5ST2pjCtOSMkk,0.202,0.651,0.674,0.0,0.104,0.321,143.965,0.61,191897,-7.242,43
0TvFHGI4lckjJapehXcOx3,0.372,0.692,0.683,0.0,0.0887,0.285,139.814,0.552,166768,-6.887,43
1rIfxUG9VNJQVwICfppLnS,0.616,0.765,0.468,0.000206,0.095,0.245,141.042,0.447,163404,-11.39,37
6FjubnEkgTwE9uhg4zBThx,0.51,0.621,0.481,0.0,0.0957,0.431,143.201,0.509,180048,-10.519,8
5gpyyqA9WZyWu24ESUzrkk,0.0248,0.797,0.832,5e-06,0.593,0.226,142.001,0.906,178000,-6.084,20
59NTWy97IG3cEeYWDsZBXX,0.0796,0.857,0.442,0.0,0.251,0.367,145.12,0.885,177103,-11.254,43
21m2jxB9DSn9ZkFsGip8fd,0.322,0.798,0.918,3.49e-06,0.34,0.192,139.949,0.872,181255,-2.838,6
3DZWZxft8yPDTMwYmJQf7s,0.363,0.787,0.72,0.0,0.122,0.353,144.958,0.19,173793,-7.817,14
6wa1aDgVhjTuYXqkLcVL6A,0.306,0.71,0.729,0.0,0.339,0.46,143.168,0.601,167008,-9.168,8
2HjKAH4h67ukwKuBjTRNHt,0.419,0.9,0.639,1.7e-05,0.099,0.368,142.045,0.701,120000,-9.132,43
7u52L92Itro4My0Ut5u8rA,0.532,0.798,0.638,1.07e-05,0.321,0.247,150.941,0.749,205033,-7.513,43
0rwOtnvfoBHa443aTwjSlu,0.0185,0.885,0.332,0.0,0.119,0.848,141.849,0.423,108169,-8.62,8
4SkIdCA9Vp7XXSAlYGtohn,0.227,0.854,0.508,1.33e-05,0.149,0.262,146.137,0.486,185753,-8.818,14
0hPLh77jQo9DFNVP2YPKUD,0.313,0.74,0.826,0.00678,0.226,0.06,119.975,0.695,202000,-5.913,6
1rf0ygWQvBS2mpXFtO63fl,0.0639,0.772,0.887,0.342,0.241,0.0747,128.973,0.659,167442,-4.809,6
14dBfw4aHUITzrYbIHHVLx,0.000867,0.741,0.936,0.396,0.0759,0.067,124.94,0.578,160500,-4.648,28
4jh5PSI9w9109PFON7Xl9d,0.424,0.721,0.657,0.504,0.327,0.0393,140.107,0.482,167143,-7.869,27
2JAYRs8g4Lp860x8Mla0a1,0.0769,0.747,0.913,0.00148,0.299,0.103,123.032,0.899,188546,-4.372,6
