id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,playlist,cluster
4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,audio_features,spotify:track:4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/tracks/4aVuWgvD0X63hcOCnZtNFA,https://api.spotify.com/v1/audio-analysis/4aVuWgvD0X63hcOCnZtNFA,235547,4,best_of_rock.csv,19
37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,audio_features,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/tracks/37ZJ0p5Jm13JPevGcx4SkF,https://api.spotify.com/v1/audio-analysis/37ZJ0p5Jm13JPevGcx4SkF,249293,4,best_of_rock.csv,16
3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,spotify:track:3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/tracks/3ovjw5HZZv43SxTwApooCM,https://api.spotify.com/v1/audio-analysis/3ovjw5HZZv43SxTwApooCM,312360,4,best_of_rock.csv,5
7snQQk1zcKl8gZ92AnueZW,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,audio_features,spotify:track:7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,356067,4,best_of_rock.csv,11
6ky7cz2cWgWaeBpSFHZ5en,0.538,0.907,9,-7.288,1,0.0647,0.409,0.0621,0.21,0.678,82.948,audio_features,spotify:track:6ky7cz2cWgWaeBpSFHZ5en,https://api.spotify.com/v1/tracks/6ky7cz2cWgWaeBpSFHZ5en,https://api.spotify.com/v1/audio-analysis/6ky7cz2cWgWaeBpSFHZ5en,318733,4,best_of_rock.csv,15
7N3PAbqfTjSEU1edb2tY8j,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4,best_of_rock.csv,16
2olVm1lHicpveMAo4AUDRB,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4,best_of_rock.csv,16
7HKez549fwJQDzx3zLjHKC,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,audio_features,spotify:track:7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/tracks/7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/audio-analysis/7HKez549fwJQDzx3zLjHKC,213067,4,best_of_rock.csv,16
1gBNoqhVLbIMuBQmXKmyLj,0.224,0.831,11,-5.694,0,0.0641,0.0354,4.42e-06,0.361,0.432,92.34,audio_features,spotify:track:1gBNoqhVLbIMuBQmXKmyLj,https://api.spotify.com/v1/tracks/1gBNoqhVLbIMuBQmXKmyLj,https://api.spotify.com/v1/audio-analysis/1gBNoqhVLbIMuBQmXKmyLj,241587,4,best_of_rock.csv,12
2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,audio_features,spotify:track:2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/tracks/2HHtWyy5CgaQbC7XSoOb0e,https://api.spotify.com/v1/audio-analysis/2HHtWyy5CgaQbC7XSoOb0e,243773,4,best_of_rock.csv,8
4zXa17K83Pp6N2yXdVc2sv,0.571,0.863,4,-7.661,0,0.048,0.257,0.0,0.532,0.782,94.299,audio_features,spotify:track:4zXa17K83Pp6N2yXdVc2sv,https://api.spotify.com/v1/tracks/4zXa17K83Pp6N2yXdVc2sv,https://api.spotify.com/v1/audio-analysis/4zXa17K83Pp6N2yXdVc2sv,179667,4,best_of_rock.csv,23
3e6pMd60bzt4Kd72qmPRfA,0.664,0.873,7,-4.924,1,0.078,0.155,2.8e-06,0.113,0.749,120.319,audio_features,spotify:track:3e6pMd60bzt4Kd72qmPRfA,https://api.spotify.com/v1/tracks/3e6pMd60bzt4Kd72qmPRfA,https://api.spotify.com/v1/audio-analysis/3e6pMd60bzt4Kd72qmPRfA,201813,4,best_of_rock.csv,16
1tQ5TSr1tyeQUbHKBee0jv,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,audio_features,spotify:track:1tQ5TSr1tyeQUbHKBee0jv,https://api.spotify.com/v1/tracks/1tQ5TSr1tyeQUbHKBee0jv,https://api.spotify.com/v1/audio-analysis/1tQ5TSr1tyeQUbHKBee0jv,232800,4,best_of_rock.csv,16
3Dfy8YIxq89i84t108TvMi,0.59,0.743,0,-7.078,0,0.0347,0.067,0.00093,0.0847,0.412,129.79,audio_features,spotify:track:3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/tracks/3Dfy8YIxq89i84t108TvMi,https://api.spotify.com/v1/audio-analysis/3Dfy8YIxq89i84t108TvMi,346960,4,best_of_rock.csv,0
5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.137,0.0,0.0996,0.797,138.514,audio_features,spotify:track:5J2CHimS7dWYMImCHkEFaJ,https://api.spotify.com/v1/tracks/5J2CHimS7dWYMImCHkEFaJ,https://api.spotify.com/v1/audio-analysis/5J2CHimS7dWYMImCHkEFaJ,154200,4,best_of_rock.csv,16
20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600,4,best_of_rock.csv,16
5Hk4Mpex0s2ndUpDQ5v2rU,0.461,0.915,4,-8.524,1,0.0899,0.381,0.000359,0.13,0.777,172.348,audio_features,spotify:track:5Hk4Mpex0s2ndUpDQ5v2rU,https://api.spotify.com/v1/tracks/5Hk4Mpex0s2ndUpDQ5v2rU,https://api.spotify.com/v1/audio-analysis/5Hk4Mpex0s2ndUpDQ5v2rU,248893,4,best_of_rock.csv,16
1vQxicuNSODoBECPMFjHMG,0.676,0.771,7,-5.981,1,0.0283,0.109,0.0,0.247,0.708,115.073,audio_features,spotify:track:1vQxicuNSODoBECPMFjHMG,https://api.spotify.com/v1/tracks/1vQxicuNSODoBECPMFjHMG,https://api.spotify.com/v1/audio-analysis/1vQxicuNSODoBECPMFjHMG,199587,4,best_of_rock.csv,16
6U7QjXYOaLJ741cIWPBTyN,0.478,0.624,5,-11.16,1,0.0393,0.655,0.00197,0.114,0.579,138.708,audio_features,spotify:track:6U7QjXYOaLJ741cIWPBTyN,https://api.spotify.com/v1/tracks/6U7QjXYOaLJ741cIWPBTyN,https://api.spotify.com/v1/audio-analysis/6U7QjXYOaLJ741cIWPBTyN,226893,4,best_of_rock.csv,15
17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,audio_features,spotify:track:17S4XrLvF5jlGvGCJHgF51,https://api.spotify.com/v1/tracks/17S4XrLvF5jlGvGCJHgF51,https://api.spotify.com/v1/audio-analysis/17S4XrLvF5jlGvGCJHgF51,242107,4,best_of_rock.csv,16
3s9FRQEyUJoOsijNGiOTQQ,0.643,0.792,9,-8.097,1,0.0261,0.0291,0.00251,0.0519,0.887,116.872,audio_features,spotify:track:3s9FRQEyUJoOsijNGiOTQQ,https://api.spotify.com/v1/tracks/3s9FRQEyUJoOsijNGiOTQQ,https://api.spotify.com/v1/audio-analysis/3s9FRQEyUJoOsijNGiOTQQ,203373,4,best_of_rock.csv,16
5ZI6c6IMIZ5jIQY08dggXi,0.738,0.534,4,-8.545,1,0.0288,0.272,1.25e-05,0.116,0.664,123.33,audio_features,spotify:track:5ZI6c6IMIZ5jIQY08dggXi,https://api.spotify.com/v1/tracks/5ZI6c6IMIZ5jIQY08dggXi,https://api.spotify.com/v1/audio-analysis/5ZI6c6IMIZ5jIQY08dggXi,200693,4,best_of_rock.csv,1
0QCj7ygKQB5LiMVqNvZuKM,0.623,0.923,9,-6.823,1,0.066,0.0994,0.00176,0.605,0.7,129.884,audio_features,spotify:track:0QCj7ygKQB5LiMVqNvZuKM,https://api.spotify.com/v1/tracks/0QCj7ygKQB5LiMVqNvZuKM,https://api.spotify.com/v1/audio-analysis/0QCj7ygKQB5LiMVqNvZuKM,303800,4,best_of_rock.csv,20
54Fyw4AJFqDhwzKxuZqQhh,0.561,0.872,11,-7.486,0,0.0394,0.0463,0.0,0.105,0.733,111.556,audio_features,spotify:track:54Fyw4AJFqDhwzKxuZqQhh,https://api.spotify.com/v1/tracks/54Fyw4AJFqDhwzKxuZqQhh,https://api.spotify.com/v1/audio-analysis/54Fyw4AJFqDhwzKxuZqQhh,232667,4,best_of_rock.csv,0
3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00719,0.00105,0.0823,0.37,145.085,audio_features,spotify:track:3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/tracks/3vV3cr2TpPqFk07zxYUbla,https://api.spotify.com/v1/audio-analysis/3vV3cr2TpPqFk07zxYUbla,290960,4,best_of_rock.csv,12
2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4,best_of_rock.csv,16
1hlveB9M6ijHZRbzZ2teyh,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,audio_features,spotify:track:1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/tracks/1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/audio-analysis/1hlveB9M6ijHZRbzZ2teyh,219667,4,best_of_rock.csv,16
1nmZ8yqKkfooOuYvtFctDp,0.306,0.86,1,-7.371,1,0.0534,0.204,0.000146,0.369,0.541,136.265,audio_features,spotify:track:1nmZ8yqKkfooOuYvtFctDp,https://api.spotify.com/v1/tracks/1nmZ8yqKkfooOuYvtFctDp,https://api.spotify.com/v1/audio-analysis/1nmZ8yqKkfooOuYvtFctDp,227893,4,best_of_rock.csv,11
43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,audio_features,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493,4,best_of_rock.csv,1
4wswaG5vmNINMZcVBsAyBP,0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,audio_features,spotify:track:4wswaG5vmNINMZcVBsAyBP,https://api.spotify.com/v1/tracks/4wswaG5vmNINMZcVBsAyBP,https://api.spotify.com/v1/audio-analysis/4wswaG5vmNINMZcVBsAyBP,234653,4,best_of_rock.csv,15
0WoFs3EdGOx58yX5BtXvOa,0.578,0.654,1,-12.421,0,0.0562,0.121,3.62e-06,0.0673,0.621,129.513,audio_features,spotify:track:0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa,216467,4,best_of_rock.csv,0
0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,audio_features,spotify:track:0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/tracks/0GONea6G2XdnHWjNZd6zt3,https://api.spotify.com/v1/audio-analysis/0GONea6G2XdnHWjNZd6zt3,216053,4,best_of_rock.csv,16
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4,best_of_rock.csv,1
3EGlnkJGcwz73rT0oE0X1X,0.447,0.531,7,-7.721,1,0.0269,0.0377,1.28e-05,0.336,0.339,75.051,audio_features,spotify:track:3EGlnkJGcwz73rT0oE0X1X,https://api.spotify.com/v1/tracks/3EGlnkJGcwz73rT0oE0X1X,https://api.spotify.com/v1/audio-analysis/3EGlnkJGcwz73rT0oE0X1X,246907,3,best_of_rock.csv,5
5gys5nzVQIYhgHIfiOJYva,0.371,0.758,7,-5.679,1,0.036,0.0958,0.0,0.116,0.452,77.81,audio_features,spotify:track:5gys5nzVQIYhgHIfiOJYva,https://api.spotify.com/v1/tracks/5gys5nzVQIYhgHIfiOJYva,https://api.spotify.com/v1/audio-analysis/5gys5nzVQIYhgHIfiOJYva,239680,4,best_of_rock.csv,11
6QLspHLCLftSGPa6vNzKuo,0.686,0.722,9,-7.094,0,0.0233,0.101,3.37e-06,0.11,0.904,104.665,audio_features,spotify:track:6QLspHLCLftSGPa6vNzKuo,https://api.spotify.com/v1/tracks/6QLspHLCLftSGPa6vNzKuo,https://api.spotify.com/v1/audio-analysis/6QLspHLCLftSGPa6vNzKuo,281747,4,best_of_rock.csv,19
480dDrqG7LO6qDaphHeXlM,0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,audio_features,spotify:track:480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,https://api.spotify.com/v1/audio-analysis/480dDrqG7LO6qDaphHeXlM,210133,4,best_of_rock.csv,16
029NqmIySn1kOY305AAhxT,0.657,0.685,1,-5.203,1,0.0334,0.0246,0.0,0.037,0.424,96.458,audio_features,spotify:track:029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/tracks/029NqmIySn1kOY305AAhxT,https://api.spotify.com/v1/audio-analysis/029NqmIySn1kOY305AAhxT,313533,4,best_of_rock.csv,2
0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,audio_features,spotify:track:0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,268507,4,best_of_rock.csv,16
62vx6uOYO7PrqKqKTKg9RY,0.334,0.767,7,-7.574,0,0.036,0.00715,8.63e-05,0.338,0.644,87.027,audio_features,spotify:track:62vx6uOYO7PrqKqKTKg9RY,https://api.spotify.com/v1/tracks/62vx6uOYO7PrqKqKTKg9RY,https://api.spotify.com/v1/audio-analysis/62vx6uOYO7PrqKqKTKg9RY,379333,4,best_of_rock.csv,0
2cFl7utlqyZjCXN1G5nRvA,0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,audio_features,spotify:track:2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/tracks/2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/audio-analysis/2cFl7utlqyZjCXN1G5nRvA,269573,4,best_of_rock.csv,8
0h17TpfCKbbib1J37Qgj7r,0.407,0.621,6,-6.371,1,0.0337,0.732,0.00192,0.0901,0.17,175.387,audio_features,spotify:track:0h17TpfCKbbib1J37Qgj7r,https://api.spotify.com/v1/tracks/0h17TpfCKbbib1J37Qgj7r,https://api.spotify.com/v1/audio-analysis/0h17TpfCKbbib1J37Qgj7r,219293,4,best_of_rock.csv,13
4iZKamIcoFKiPO2URL3UJO,0.422,0.597,2,-7.167,1,0.0862,0.696,0.0,0.288,0.299,103.671,audio_features,spotify:track:4iZKamIcoFKiPO2URL3UJO,https://api.spotify.com/v1/tracks/4iZKamIcoFKiPO2URL3UJO,https://api.spotify.com/v1/audio-analysis/4iZKamIcoFKiPO2URL3UJO,324600,4,best_of_rock.csv,13
0nqbZ17t9v52SCemAm1QP0,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,audio_features,spotify:track:0nqbZ17t9v52SCemAm1QP0,https://api.spotify.com/v1/tracks/0nqbZ17t9v52SCemAm1QP0,https://api.spotify.com/v1/audio-analysis/0nqbZ17t9v52SCemAm1QP0,254840,4,best_of_rock.csv,16
4gvea7UlDkAvsJBPZAd4oB,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4,best_of_rock.csv,15
1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4,best_of_rock.csv,5
43GS3mtezoIFiuIZCLLiDY,0.533,0.637,6,-5.571,1,0.0323,0.16,1.12e-05,0.369,0.292,140.167,audio_features,spotify:track:43GS3mtezoIFiuIZCLLiDY,https://api.spotify.com/v1/tracks/43GS3mtezoIFiuIZCLLiDY,https://api.spotify.com/v1/audio-analysis/43GS3mtezoIFiuIZCLLiDY,260173,4,best_of_rock.csv,5
2RChe0r2cMoyOvuKobZy44,0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,audio_features,spotify:track:2RChe0r2cMoyOvuKobZy44,https://api.spotify.com/v1/tracks/2RChe0r2cMoyOvuKobZy44,https://api.spotify.com/v1/audio-analysis/2RChe0r2cMoyOvuKobZy44,353027,4,best_of_rock.csv,5
73Vw24jqxeX6oGC0eIUGHb,0.427,0.613,0,-9.585,0,0.0361,0.44,0.0,0.0999,0.547,163.527,audio_features,spotify:track:73Vw24jqxeX6oGC0eIUGHb,https://api.spotify.com/v1/tracks/73Vw24jqxeX6oGC0eIUGHb,https://api.spotify.com/v1/audio-analysis/73Vw24jqxeX6oGC0eIUGHb,271013,4,best_of_rock.csv,22
3wfujdbamR3Z46F4xav7LM,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,audio_features,spotify:track:3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/audio-analysis/3wfujdbamR3Z46F4xav7LM,234493,5,best_of_rock.csv,2
5BXj1QDRU77J1ngVavG1tI,0.489,0.676,0,-8.769,1,0.0368,0.287,0.0,0.389,0.622,89.749,audio_features,spotify:track:5BXj1QDRU77J1ngVavG1tI,https://api.spotify.com/v1/tracks/5BXj1QDRU77J1ngVavG1tI,https://api.spotify.com/v1/audio-analysis/5BXj1QDRU77J1ngVavG1tI,256960,4,best_of_rock.csv,20
6MjfEIHOMW6MaDO3LpFcmW,0.452,0.238,0,-14.175,1,0.0316,0.503,6.06e-06,0.0745,0.336,189.999,audio_features,spotify:track:6MjfEIHOMW6MaDO3LpFcmW,https://api.spotify.com/v1/tracks/6MjfEIHOMW6MaDO3LpFcmW,https://api.spotify.com/v1/audio-analysis/6MjfEIHOMW6MaDO3LpFcmW,335973,4,best_of_rock.csv,13
1E6caAhjKnBEGcO4tgoVJ0,0.553,0.673,2,-14.891,1,0.0558,0.00329,0.00039,0.0612,0.0873,92.561,audio_features,spotify:track:1E6caAhjKnBEGcO4tgoVJ0,https://api.spotify.com/v1/tracks/1E6caAhjKnBEGcO4tgoVJ0,https://api.spotify.com/v1/audio-analysis/1E6caAhjKnBEGcO4tgoVJ0,334760,4,best_of_rock.csv,5
5JCvREb63FVs0eRlqMwFAh,0.593,0.67,2,-6.19,1,0.0269,0.0516,0.00226,0.0882,0.581,105.591,audio_features,spotify:track:5JCvREb63FVs0eRlqMwFAh,https://api.spotify.com/v1/tracks/5JCvREb63FVs0eRlqMwFAh,https://api.spotify.com/v1/audio-analysis/5JCvREb63FVs0eRlqMwFAh,218533,4,best_of_rock.csv,2
3MRQ3CSjoiV1HFil8ykM9M,0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,spotify:track:3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/tracks/3MRQ3CSjoiV1HFil8ykM9M,https://api.spotify.com/v1/audio-analysis/3MRQ3CSjoiV1HFil8ykM9M,277480,4,best_of_rock.csv,2
0jWgAnTrNZmOGmqgvHhZEm,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,audio_features,spotify:track:0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/tracks/0jWgAnTrNZmOGmqgvHhZEm,https://api.spotify.com/v1/audio-analysis/0jWgAnTrNZmOGmqgvHhZEm,295533,4,best_of_rock.csv,5
2MAVcVr2oylw2OZ3hojWYj,0.53,0.59,11,-9.169,1,0.025,0.183,0.00227,0.0675,0.43,144.202,audio_features,spotify:track:2MAVcVr2oylw2OZ3hojWYj,https://api.spotify.com/v1/tracks/2MAVcVr2oylw2OZ3hojWYj,https://api.spotify.com/v1/audio-analysis/2MAVcVr2oylw2OZ3hojWYj,278973,4,best_of_rock.csv,5
2JAECj9kBYQHb8AqJ2rsxt,0.395,0.502,6,-8.328,1,0.0309,0.236,5.79e-06,0.332,0.323,183.237,audio_features,spotify:track:2JAECj9kBYQHb8AqJ2rsxt,https://api.spotify.com/v1/tracks/2JAECj9kBYQHb8AqJ2rsxt,https://api.spotify.com/v1/audio-analysis/2JAECj9kBYQHb8AqJ2rsxt,178376,3,best_of_rock.csv,5
45AQ5zbSJ0j1nM9daSWeq8,0.405,0.632,2,-5.132,1,0.0273,0.0316,0.00251,0.112,0.141,145.936,audio_features,spotify:track:45AQ5zbSJ0j1nM9daSWeq8,https://api.spotify.com/v1/tracks/45AQ5zbSJ0j1nM9daSWeq8,https://api.spotify.com/v1/audio-analysis/45AQ5zbSJ0j1nM9daSWeq8,292853,4,best_of_rock.csv,5
6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,best_of_rock.csv,12
4tXr9v3K7nWW1aebWqR1B7,0.605,0.742,4,-4.363,0,0.0327,0.00286,0.00105,0.256,0.47,105.04,audio_features,spotify:track:4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/tracks/4tXr9v3K7nWW1aebWqR1B7,https://api.spotify.com/v1/audio-analysis/4tXr9v3K7nWW1aebWqR1B7,271160,4,best_of_rock.csv,0
3TW48DvQ7ChwY1Yy1tkMaP,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,audio_features,spotify:track:3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/tracks/3TW48DvQ7ChwY1Yy1tkMaP,https://api.spotify.com/v1/audio-analysis/3TW48DvQ7ChwY1Yy1tkMaP,265867,4,best_of_rock.csv,2
5tVA6TkbaAH9QMITTQRrNv,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4,best_of_rock.csv,1
1HBDWCrQVjrALiOA5rILnE,0.707,0.732,4,-6.292,0,0.0303,0.277,0.0,0.13,0.928,115.338,audio_features,spotify:track:1HBDWCrQVjrALiOA5rILnE,https://api.spotify.com/v1/tracks/1HBDWCrQVjrALiOA5rILnE,https://api.spotify.com/v1/audio-analysis/1HBDWCrQVjrALiOA5rILnE,241507,4,best_of_rock.csv,19
2wUlYDGGXlSvm2NkGj0Qio,0.682,0.742,11,-7.595,1,0.0492,0.135,0.209,0.0979,0.356,130.033,audio_features,spotify:track:2wUlYDGGXlSvm2NkGj0Qio,https://api.spotify.com/v1/tracks/2wUlYDGGXlSvm2NkGj0Qio,https://api.spotify.com/v1/audio-analysis/2wUlYDGGXlSvm2NkGj0Qio,294773,4,best_of_rock.csv,2
3h04eZTnmFLRMjZajbrp2R,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,audio_features,spotify:track:3h04eZTnmFLRMjZajbrp2R,https://api.spotify.com/v1/tracks/3h04eZTnmFLRMjZajbrp2R,https://api.spotify.com/v1/audio-analysis/3h04eZTnmFLRMjZajbrp2R,181107,4,best_of_rock.csv,4
6r0hcq1nwKQSa9whgVxfBv,0.515,0.699,2,-5.383,0,0.0311,0.414,9.16e-05,0.292,0.366,130.958,audio_features,spotify:track:6r0hcq1nwKQSa9whgVxfBv,https://api.spotify.com/v1/tracks/6r0hcq1nwKQSa9whgVxfBv,https://api.spotify.com/v1/audio-analysis/6r0hcq1nwKQSa9whgVxfBv,346613,4,best_of_rock.csv,9
3CwGE5jaRJDx0YZN0vqJRS,0.624,0.531,4,-13.23,1,0.0408,0.0403,1.21e-06,0.0914,0.743,128.08,audio_features,spotify:track:3CwGE5jaRJDx0YZN0vqJRS,https://api.spotify.com/v1/tracks/3CwGE5jaRJDx0YZN0vqJRS,https://api.spotify.com/v1/audio-analysis/3CwGE5jaRJDx0YZN0vqJRS,212240,4,best_of_rock.csv,1
3btfMAhLju1mONmlDnNcIx,0.659,0.594,4,-8.567,0,0.0252,0.153,0.000554,0.109,0.229,103.993,audio_features,spotify:track:3btfMAhLju1mONmlDnNcIx,https://api.spotify.com/v1/tracks/3btfMAhLju1mONmlDnNcIx,https://api.spotify.com/v1/audio-analysis/3btfMAhLju1mONmlDnNcIx,400093,4,best_of_rock.csv,9
528CAH5pTLq86oZ52fHifA,0.629,0.581,4,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,audio_features,spotify:track:528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/tracks/528CAH5pTLq86oZ52fHifA,https://api.spotify.com/v1/audio-analysis/528CAH5pTLq86oZ52fHifA,338800,4,best_of_rock.csv,5
2iXH35MhsqO5Ry8a7iptpJ,0.582,0.467,10,-12.597,1,0.0391,0.12,0.0,0.298,0.879,165.21,audio_features,spotify:track:2iXH35MhsqO5Ry8a7iptpJ,https://api.spotify.com/v1/tracks/2iXH35MhsqO5Ry8a7iptpJ,https://api.spotify.com/v1/audio-analysis/2iXH35MhsqO5Ry8a7iptpJ,270693,4,best_of_rock.csv,1
